FID;Id;Latitude;Longitude
293;0;-2270120,0000000;-225743,0000000
294;0;-2270120,0000000;-225643,0000000
295;0;-2270130,0000000;-225543,0000000
296;0;-2270150,0000000;-225445,0000000
297;0;-2270170,0000000;-225348,0000000
298;0;-2270190,0000000;-225251,0000000
299;0;-2270220,0000000;-225154,0000000
300;0;-2270240,0000000;-225057,0000000
301;0;-2270270,0000000;-224960,0000000
302;0;-2270290,0000000;-224863,0000000
303;0;-2270320,0000000;-224766,0000000
304;0;-2270340,0000000;-224669,0000000
305;0;-2270360,0000000;-224572,0000000
306;0;-2270390,0000000;-224475,0000000
307;0;-2270410,0000000;-224378,0000000
308;0;-2270440,0000000;-224281,0000000
309;0;-2270460,0000000;-224184,0000000
310;0;-2270490,0000000;-224087,0000000
311;0;-2270510,0000000;-223990,0000000
312;0;-2270530,0000000;-223893,0000000
313;0;-2270560,0000000;-223796,0000000
314;0;-2270580,0000000;-223699,0000000
315;0;-2270610,0000000;-223602,0000000
316;0;-2270630,0000000;-223505,0000000
317;0;-2270660,0000000;-223408,0000000
318;0;-2270680,0000000;-223311,0000000
319;0;-2270700,0000000;-223214,0000000
320;0;-2270730,0000000;-223117,0000000
321;0;-2270750,0000000;-223020,0000000
322;0;-2270780,0000000;-222923,0000000
323;0;-2270800,0000000;-222826,0000000
324;0;-2270830,0000000;-222729,0000000
325;0;-2270850,0000000;-222632,0000000
326;0;-2270870,0000000;-222535,0000000
327;0;-2270900,0000000;-222438,0000000
328;0;-2270920,0000000;-222341,0000000
329;0;-2270950,0000000;-222244,0000000
330;0;-2270970,0000000;-222146,0000000
331;0;-2271000,0000000;-222049,0000000
332;0;-2271020,0000000;-221952,0000000
333;0;-2271040,0000000;-221855,0000000
334;0;-2271070,0000000;-221758,0000000
335;0;-2271090,0000000;-221661,0000000
336;0;-2271120,0000000;-221564,0000000
337;0;-2271140,0000000;-221467,0000000
338;0;-2271160,0000000;-221370,0000000
339;0;-2271190,0000000;-221273,0000000
340;0;-2271210,0000000;-221176,0000000
341;0;-2271240,0000000;-221079,0000000
342;0;-2271260,0000000;-220982,0000000
343;0;-2271290,0000000;-220885,0000000
344;0;-2271310,0000000;-220788,0000000
345;0;-2271300,0000000;-220688,0000000
346;0;-2271300,0000000;-220588,0000000
347;0;-2271290,0000000;-220488,0000000
348;0;-2271290,0000000;-220388,0000000
349;0;-2271280,0000000;-220289,0000000
350;0;-2271280,0000000;-220189,0000000
351;0;-2271270,0000000;-220089,0000000
352;0;-2271270,0000000;-219989,0000000
353;0;-2271260,0000000;-219889,0000000
354;0;-2271260,0000000;-219789,0000000
355;0;-2271250,0000000;-219689,0000000
356;0;-2271250,0000000;-219589,0000000
357;0;-2271240,0000000;-219490,0000000
358;0;-2271240,0000000;-219390,0000000
359;0;-2271230,0000000;-219290,0000000
360;0;-2271230,0000000;-219190,0000000
361;0;-2271220,0000000;-219090,0000000
362;0;-2271220,0000000;-218990,0000000
363;0;-2271210,0000000;-218890,0000000
364;0;-2271210,0000000;-218791,0000000
365;0;-2271200,0000000;-218691,0000000
366;0;-2271200,0000000;-218591,0000000
367;0;-2271190,0000000;-218491,0000000
368;0;-2271190,0000000;-218391,0000000
369;0;-2271180,0000000;-218291,0000000
370;0;-2271180,0000000;-218191,0000000
371;0;-2271170,0000000;-218091,0000000
372;0;-2271170,0000000;-217992,0000000
373;0;-2271160,0000000;-217892,0000000
374;0;-2271160,0000000;-217792,0000000
375;0;-2271150,0000000;-217692,0000000
376;0;-2271150,0000000;-217592,0000000
377;0;-2271140,0000000;-217492,0000000
378;0;-2271140,0000000;-217392,0000000
379;0;-2271130,0000000;-217292,0000000
380;0;-2271130,0000000;-217193,0000000
381;0;-2271120,0000000;-217093,0000000
382;0;-2271120,0000000;-216993,0000000
383;0;-2271110,0000000;-216893,0000000
384;0;-2271110,0000000;-216793,0000000
385;0;-2271100,0000000;-216693,0000000
386;0;-2271100,0000000;-216593,0000000
387;0;-2271100,0000000;-216494,0000000
388;0;-2271110,0000000;-216395,0000000
389;0;-2271130,0000000;-216296,0000000
390;0;-2271140,0000000;-216197,0000000
391;0;-2271160,0000000;-216098,0000000
392;0;-2271170,0000000;-215999,0000000
393;0;-2271190,0000000;-215901,0000000
394;0;-2271200,0000000;-215802,0000000
395;0;-2271220,0000000;-215703,0000000
396;0;-2271230,0000000;-215604,0000000
397;0;-2271250,0000000;-215505,0000000
398;0;-2271260,0000000;-215406,0000000
399;0;-2271280,0000000;-215307,0000000
400;0;-2271290,0000000;-215208,0000000
401;0;-2271310,0000000;-215110,0000000
402;0;-2271320,0000000;-215011,0000000
403;0;-2271340,0000000;-214912,0000000
404;0;-2271350,0000000;-214813,0000000
405;0;-2271370,0000000;-214714,0000000
406;0;-2271380,0000000;-214615,0000000
407;0;-2271400,0000000;-214516,0000000
408;0;-2271410,0000000;-214418,0000000
409;0;-2271430,0000000;-214319,0000000
410;0;-2271440,0000000;-214220,0000000
411;0;-2271450,0000000;-214121,0000000
412;0;-2271450,0000000;-214021,0000000
413;0;-2271440,0000000;-213921,0000000
414;0;-2271430,0000000;-213822,0000000
415;0;-2271430,0000000;-213722,0000000
416;0;-2271420,0000000;-213622,0000000
417;0;-2271410,0000000;-213522,0000000
418;0;-2271410,0000000;-213422,0000000
419;0;-2271400,0000000;-213323,0000000
420;0;-2271390,0000000;-213223,0000000
421;0;-2271390,0000000;-213123,0000000
422;0;-2271380,0000000;-213023,0000000
423;0;-2271370,0000000;-212924,0000000
424;0;-2271370,0000000;-212824,0000000
425;0;-2271360,0000000;-212724,0000000
426;0;-2271350,0000000;-212624,0000000
427;0;-2271350,0000000;-212524,0000000
428;0;-2271340,0000000;-212425,0000000
429;0;-2271330,0000000;-212325,0000000
430;0;-2271330,0000000;-212225,0000000
431;0;-2271320,0000000;-212125,0000000
432;0;-2271320,0000000;-212026,0000000
433;0;-2271310,0000000;-211926,0000000
434;0;-2271300,0000000;-211826,0000000
435;0;-2271300,0000000;-211726,0000000
436;0;-2271290,0000000;-211626,0000000
437;0;-2271280,0000000;-211527,0000000
438;0;-2271280,0000000;-211427,0000000
439;0;-2271270,0000000;-211327,0000000
440;0;-2271260,0000000;-211227,0000000
441;0;-2271260,0000000;-211128,0000000
442;0;-2271250,0000000;-211028,0000000
443;0;-2271240,0000000;-210928,0000000
444;0;-2271240,0000000;-210828,0000000
445;0;-2271230,0000000;-210728,0000000
446;0;-2271220,0000000;-210629,0000000
447;0;-2271220,0000000;-210529,0000000
448;0;-2271210,0000000;-210429,0000000
449;0;-2271200,0000000;-210329,0000000
450;0;-2271200,0000000;-210230,0000000
451;0;-2271180,0000000;-210131,0000000
452;0;-2271160,0000000;-210034,0000000
453;0;-2271130,0000000;-209937,0000000
454;0;-2271110,0000000;-209841,0000000
455;0;-2271080,0000000;-209744,0000000
456;0;-2271060,0000000;-209647,0000000
457;0;-2271030,0000000;-209551,0000000
458;0;-2271000,0000000;-209454,0000000
459;0;-2270980,0000000;-209357,0000000
460;0;-2270950,0000000;-209260,0000000
461;0;-2270930,0000000;-209164,0000000
462;0;-2270900,0000000;-209067,0000000
463;0;-2270880,0000000;-208970,0000000
464;0;-2270850,0000000;-208874,0000000
465;0;-2270830,0000000;-208777,0000000
466;0;-2270800,0000000;-208680,0000000
467;0;-2270780,0000000;-208584,0000000
468;0;-2270750,0000000;-208487,0000000
469;0;-2270720,0000000;-208390,0000000
470;0;-2270700,0000000;-208293,0000000
471;0;-2270670,0000000;-208197,0000000
472;0;-2270650,0000000;-208100,0000000
473;0;-2270620,0000000;-208003,0000000
474;0;-2270600,0000000;-207907,0000000
475;0;-2270570,0000000;-207810,0000000
476;0;-2270550,0000000;-207713,0000000
477;0;-2270530,0000000;-207615,0000000
478;0;-2270520,0000000;-207515,0000000
479;0;-2270520,0000000;-207416,0000000
480;0;-2270510,0000000;-207316,0000000
481;0;-2270500,0000000;-207216,0000000
482;0;-2270500,0000000;-207116,0000000
483;0;-2270490,0000000;-207016,0000000
484;0;-2270490,0000000;-206917,0000000
485;0;-2270480,0000000;-206817,0000000
486;0;-2270470,0000000;-206717,0000000
487;0;-2270470,0000000;-206617,0000000
488;0;-2270460,0000000;-206517,0000000
489;0;-2270460,0000000;-206417,0000000
490;0;-2270450,0000000;-206318,0000000
491;0;-2270450,0000000;-206218,0000000
492;0;-2270440,0000000;-206118,0000000
493;0;-2270430,0000000;-206018,0000000
494;0;-2270430,0000000;-205918,0000000
495;0;-2270420,0000000;-205818,0000000
496;0;-2270420,0000000;-205719,0000000
497;0;-2270410,0000000;-205619,0000000
498;0;-2270400,0000000;-205519,0000000
499;0;-2270400,0000000;-205419,0000000
500;0;-2270380,0000000;-205322,0000000
501;0;-2270350,0000000;-205226,0000000
502;0;-2270320,0000000;-205129,0000000
503;0;-2270300,0000000;-205033,0000000
504;0;-2270270,0000000;-204936,0000000
505;0;-2270240,0000000;-204840,0000000
506;0;-2270220,0000000;-204743,0000000
507;0;-2270190,0000000;-204647,0000000
508;0;-2270160,0000000;-204550,0000000
509;0;-2270140,0000000;-204454,0000000
510;0;-2270110,0000000;-204357,0000000
511;0;-2270090,0000000;-204261,0000000
512;0;-2270060,0000000;-204164,0000000
513;0;-2270030,0000000;-204068,0000000
514;0;-2270010,0000000;-203971,0000000
515;0;-2270030,0000000;-203877,0000000
516;0;-2270060,0000000;-203783,0000000
517;0;-2270100,0000000;-203688,0000000
518;0;-2270130,0000000;-203594,0000000
519;0;-2270160,0000000;-203500,0000000
520;0;-2270200,0000000;-203406,0000000
521;0;-2270230,0000000;-203312,0000000
522;0;-2270260,0000000;-203218,0000000
523;0;-2270300,0000000;-203123,0000000
524;0;-2270330,0000000;-203029,0000000
525;0;-2270360,0000000;-202935,0000000
526;0;-2270400,0000000;-202841,0000000
527;0;-2270430,0000000;-202747,0000000
528;0;-2270470,0000000;-202653,0000000
529;0;-2270500,0000000;-202558,0000000
530;0;-2270530,0000000;-202464,0000000
531;0;-2270570,0000000;-202370,0000000
532;0;-2270600,0000000;-202276,0000000
533;0;-2270630,0000000;-202182,0000000
534;0;-2270670,0000000;-202088,0000000
535;0;-2270700,0000000;-201993,0000000
536;0;-2270730,0000000;-201899,0000000
537;0;-2270770,0000000;-201805,0000000
538;0;-2270800,0000000;-201711,0000000
539;0;-2270830,0000000;-201617,0000000
540;0;-2270870,0000000;-201522,0000000
541;0;-2270900,0000000;-201428,0000000
542;0;-2270940,0000000;-201334,0000000
543;0;-2270970,0000000;-201240,0000000
544;0;-2271000,0000000;-201146,0000000
545;0;-2271040,0000000;-201052,0000000
546;0;-2271070,0000000;-200957,0000000
547;0;-2271100,0000000;-200863,0000000
548;0;-2271140,0000000;-200769,0000000
549;0;-2271170,0000000;-200675,0000000
550;0;-2271200,0000000;-200581,0000000
551;0;-2271240,0000000;-200487,0000000
552;0;-2271270,0000000;-200392,0000000
553;0;-2271310,0000000;-200298,0000000
554;0;-2271340,0000000;-200204,0000000
555;0;-2271370,0000000;-200110,0000000
556;0;-2271410,0000000;-200016,0000000
557;0;-2271440,0000000;-199921,0000000
558;0;-2271470,0000000;-199827,0000000
559;0;-2271510,0000000;-199733,0000000
560;0;-2271540,0000000;-199639,0000000
561;0;-2271570,0000000;-199545,0000000
562;0;-2271610,0000000;-199451,0000000
563;0;-2271640,0000000;-199356,0000000
564;0;-2271680,0000000;-199262,0000000
565;0;-2271710,0000000;-199168,0000000
566;0;-2271740,0000000;-199074,0000000
567;0;-2271780,0000000;-198980,0000000
568;0;-2271810,0000000;-198886,0000000
569;0;-2271840,0000000;-198791,0000000
570;0;-2271880,0000000;-198697,0000000
571;0;-2271910,0000000;-198603,0000000
572;0;-2271940,0000000;-198509,0000000
573;0;-2271970,0000000;-198413,0000000
574;0;-2271990,0000000;-198314,0000000
575;0;-2272000,0000000;-198215,0000000
576;0;-2272010,0000000;-198116,0000000
577;0;-2272020,0000000;-198017,0000000
578;0;-2272040,0000000;-197917,0000000
579;0;-2272050,0000000;-197818,0000000
580;0;-2272060,0000000;-197719,0000000
581;0;-2272080,0000000;-197620,0000000
582;0;-2272090,0000000;-197521,0000000
583;0;-2272100,0000000;-197422,0000000
584;0;-2272110,0000000;-197322,0000000
585;0;-2272130,0000000;-197223,0000000
586;0;-2272140,0000000;-197124,0000000
587;0;-2272150,0000000;-197025,0000000
588;0;-2272170,0000000;-196926,0000000
589;0;-2272180,0000000;-196827,0000000
590;0;-2272190,0000000;-196727,0000000
591;0;-2272200,0000000;-196628,0000000
592;0;-2272220,0000000;-196529,0000000
593;0;-2272230,0000000;-196430,0000000
594;0;-2272240,0000000;-196331,0000000
595;0;-2272250,0000000;-196231,0000000
596;0;-2272240,0000000;-196131,0000000
597;0;-2272230,0000000;-196031,0000000
598;0;-2272230,0000000;-195932,0000000
599;0;-2272220,0000000;-195832,0000000
600;0;-2272220,0000000;-195732,0000000
601;0;-2272210,0000000;-195632,0000000
602;0;-2272210,0000000;-195532,0000000
603;0;-2272200,0000000;-195432,0000000
604;0;-2272200,0000000;-195333,0000000
605;0;-2272190,0000000;-195233,0000000
606;0;-2272180,0000000;-195133,0000000
607;0;-2272180,0000000;-195033,0000000
608;0;-2272170,0000000;-194933,0000000
609;0;-2272170,0000000;-194833,0000000
610;0;-2272160,0000000;-194733,0000000
611;0;-2272160,0000000;-194634,0000000
612;0;-2272150,0000000;-194534,0000000
613;0;-2272150,0000000;-194434,0000000
614;0;-2272140,0000000;-194334,0000000
615;0;-2272130,0000000;-194234,0000000
616;0;-2272130,0000000;-194134,0000000
617;0;-2272120,0000000;-194035,0000000
618;0;-2272120,0000000;-193935,0000000
619;0;-2272110,0000000;-193835,0000000
620;0;-2272110,0000000;-193735,0000000
621;0;-2272100,0000000;-193635,0000000
622;0;-2272100,0000000;-193535,0000000
623;0;-2272090,0000000;-193435,0000000
624;0;-2272080,0000000;-193336,0000000
625;0;-2272080,0000000;-193236,0000000
626;0;-2272070,0000000;-193136,0000000
627;0;-2272070,0000000;-193036,0000000
628;0;-2272060,0000000;-192936,0000000
629;0;-2272060,0000000;-192836,0000000
630;0;-2272050,0000000;-192737,0000000
631;0;-2272050,0000000;-192637,0000000
632;0;-2272040,0000000;-192537,0000000
633;0;-2272030,0000000;-192437,0000000
634;0;-2272030,0000000;-192337,0000000
635;0;-2272020,0000000;-192237,0000000
636;0;-2272020,0000000;-192137,0000000
637;0;-2272010,0000000;-192038,0000000
638;0;-2272010,0000000;-191938,0000000
639;0;-2272000,0000000;-191838,0000000
640;0;-2272000,0000000;-191738,0000000
641;0;-2272000,0000000;-191639,0000000
642;0;-2272030,0000000;-191544,0000000
643;0;-2272060,0000000;-191448,0000000
644;0;-2272090,0000000;-191353,0000000
645;0;-2272120,0000000;-191257,0000000
646;0;-2272150,0000000;-191162,0000000
647;0;-2272180,0000000;-191066,0000000
648;0;-2272210,0000000;-190970,0000000
649;0;-2272240,0000000;-190875,0000000
650;0;-2272260,0000000;-190779,0000000
651;0;-2272290,0000000;-190684,0000000
652;0;-2272320,0000000;-190588,0000000
653;0;-2272350,0000000;-190493,0000000
654;0;-2272380,0000000;-190397,0000000
655;0;-2272410,0000000;-190301,0000000
656;0;-2272440,0000000;-190206,0000000
657;0;-2272470,0000000;-190110,0000000
658;0;-2272500,0000000;-190015,0000000
659;0;-2272530,0000000;-189919,0000000
660;0;-2272560,0000000;-189823,0000000
661;0;-2272590,0000000;-189728,0000000
662;0;-2272620,0000000;-189632,0000000
663;0;-2272650,0000000;-189537,0000000
