FID;Id;Latitude;Longitude
664;0;-2272680,0000000;-189441,0000000
665;0;-2272710,0000000;-189346,0000000
666;0;-2272740,0000000;-189250,0000000
667;0;-2272760,0000000;-189154,0000000
668;0;-2272790,0000000;-189059,0000000
669;0;-2272820,0000000;-188963,0000000
670;0;-2272850,0000000;-188868,0000000
671;0;-2272880,0000000;-188772,0000000
672;0;-2272910,0000000;-188677,0000000
673;0;-2272940,0000000;-188581,0000000
674;0;-2272970,0000000;-188485,0000000
675;0;-2273000,0000000;-188390,0000000
676;0;-2273030,0000000;-188294,0000000
677;0;-2273060,0000000;-188199,0000000
678;0;-2273090,0000000;-188103,0000000
679;0;-2273120,0000000;-188008,0000000
680;0;-2273150,0000000;-187912,0000000
681;0;-2273180,0000000;-187816,0000000
682;0;-2273210,0000000;-187721,0000000
683;0;-2273240,0000000;-187625,0000000
684;0;-2273260,0000000;-187530,0000000
685;0;-2273290,0000000;-187434,0000000
686;0;-2273320,0000000;-187339,0000000
687;0;-2273350,0000000;-187243,0000000
688;0;-2273380,0000000;-187147,0000000
689;0;-2273410,0000000;-187052,0000000
690;0;-2273440,0000000;-186956,0000000
691;0;-2273470,0000000;-186861,0000000
692;0;-2273500,0000000;-186765,0000000
693;0;-2273530,0000000;-186670,0000000
694;0;-2273560,0000000;-186574,0000000
695;0;-2273590,0000000;-186478,0000000
696;0;-2273620,0000000;-186383,0000000
697;0;-2273650,0000000;-186287,0000000
698;0;-2273680,0000000;-186192,0000000
699;0;-2273710,0000000;-186096,0000000
700;0;-2273740,0000000;-186001,0000000
701;0;-2273760,0000000;-185905,0000000
702;0;-2273790,0000000;-185809,0000000
703;0;-2273820,0000000;-185714,0000000
704;0;-2273850,0000000;-185618,0000000
705;0;-2273880,0000000;-185523,0000000
706;0;-2273910,0000000;-185427,0000000
707;0;-2273940,0000000;-185332,0000000
708;0;-2273970,0000000;-185236,0000000
709;0;-2274000,0000000;-185140,0000000
710;0;-2274030,0000000;-185045,0000000
711;0;-2274060,0000000;-184949,0000000
712;0;-2274090,0000000;-184854,0000000
713;0;-2274150,0000000;-184780,0000000
714;0;-2274230,0000000;-184711,0000000
715;0;-2274300,0000000;-184643,0000000
716;0;-2274370,0000000;-184574,0000000
717;0;-2274440,0000000;-184506,0000000
718;0;-2274520,0000000;-184437,0000000
719;0;-2274590,0000000;-184369,0000000
720;0;-2274660,0000000;-184300,0000000
721;0;-2274740,0000000;-184232,0000000
722;0;-2274810,0000000;-184163,0000000
723;0;-2274880,0000000;-184095,0000000
724;0;-2274950,0000000;-184026,0000000
725;0;-2275030,0000000;-183958,0000000
726;0;-2275100,0000000;-183889,0000000
727;0;-2275170,0000000;-183821,0000000
728;0;-2275250,0000000;-183752,0000000
729;0;-2275320,0000000;-183684,0000000
730;0;-2275390,0000000;-183615,0000000
731;0;-2275460,0000000;-183547,0000000
732;0;-2275540,0000000;-183478,0000000
733;0;-2275590,0000000;-183396,0000000
734;0;-2275640,0000000;-183309,0000000
735;0;-2275690,0000000;-183223,0000000
736;0;-2275740,0000000;-183137,0000000
737;0;-2275790,0000000;-183050,0000000
738;0;-2275840,0000000;-182964,0000000
739;0;-2275890,0000000;-182877,0000000
740;0;-2275940,0000000;-182791,0000000
741;0;-2276000,0000000;-182705,0000000
742;0;-2276050,0000000;-182618,0000000
743;0;-2276100,0000000;-182532,0000000
744;0;-2276150,0000000;-182446,0000000
745;0;-2276200,0000000;-182359,0000000
746;0;-2276250,0000000;-182273,0000000
747;0;-2276300,0000000;-182186,0000000
748;0;-2276350,0000000;-182100,0000000
749;0;-2276400,0000000;-182014,0000000
750;0;-2276450,0000000;-181927,0000000
751;0;-2276510,0000000;-181848,0000000
752;0;-2276580,0000000;-181777,0000000
753;0;-2276650,0000000;-181706,0000000
754;0;-2276720,0000000;-181635,0000000
755;0;-2276790,0000000;-181565,0000000
756;0;-2276860,0000000;-181494,0000000
757;0;-2276930,0000000;-181423,0000000
758;0;-2277000,0000000;-181353,0000000
759;0;-2277070,0000000;-181282,0000000
760;0;-2277140,0000000;-181211,0000000
761;0;-2277210,0000000;-181140,0000000
762;0;-2277280,0000000;-181066,0000000
763;0;-2277330,0000000;-180976,0000000
764;0;-2277370,0000000;-180887,0000000
765;0;-2277410,0000000;-180798,0000000
766;0;-2277460,0000000;-180708,0000000
767;0;-2277500,0000000;-180619,0000000
768;0;-2277550,0000000;-180530,0000000
769;0;-2277590,0000000;-180440,0000000
770;0;-2277640,0000000;-180351,0000000
771;0;-2277680,0000000;-180261,0000000
772;0;-2277730,0000000;-180172,0000000
773;0;-2277770,0000000;-180083,0000000
774;0;-2277820,0000000;-179993,0000000
775;0;-2277860,0000000;-179904,0000000
776;0;-2277910,0000000;-179814,0000000
777;0;-2277950,0000000;-179725,0000000
778;0;-2278000,0000000;-179636,0000000
779;0;-2278070,0000000;-179569,0000000
780;0;-2278150,0000000;-179503,0000000
781;0;-2278220,0000000;-179438,0000000
782;0;-2278300,0000000;-179373,0000000
783;0;-2278370,0000000;-179307,0000000
784;0;-2278450,0000000;-179242,0000000
785;0;-2278530,0000000;-179176,0000000
786;0;-2278600,0000000;-179111,0000000
787;0;-2278680,0000000;-179046,0000000
788;0;-2278750,0000000;-178980,0000000
789;0;-2278830,0000000;-178915,0000000
790;0;-2278900,0000000;-178850,0000000
791;0;-2278980,0000000;-178784,0000000
792;0;-2279050,0000000;-178719,0000000
793;0;-2279130,0000000;-178653,0000000
794;0;-2279210,0000000;-178588,0000000
795;0;-2279280,0000000;-178523,0000000
796;0;-2279360,0000000;-178458,0000000
797;0;-2279440,0000000;-178394,0000000
798;0;-2279510,0000000;-178330,0000000
799;0;-2279590,0000000;-178266,0000000
800;0;-2279670,0000000;-178202,0000000
801;0;-2279740,0000000;-178138,0000000
802;0;-2279820,0000000;-178074,0000000
803;0;-2279900,0000000;-178011,0000000
804;0;-2279970,0000000;-177947,0000000
805;0;-2280050,0000000;-177883,0000000
806;0;-2280130,0000000;-177819,0000000
807;0;-2280200,0000000;-177755,0000000
808;0;-2280280,0000000;-177691,0000000
809;0;-2280360,0000000;-177627,0000000
810;0;-2280430,0000000;-177563,0000000
811;0;-2280510,0000000;-177499,0000000
812;0;-2280590,0000000;-177435,0000000
813;0;-2280660,0000000;-177370,0000000
814;0;-2280740,0000000;-177301,0000000
815;0;-2280810,0000000;-177232,0000000
816;0;-2280880,0000000;-177163,0000000
817;0;-2280950,0000000;-177094,0000000
818;0;-2281030,0000000;-177025,0000000
819;0;-2281100,0000000;-176956,0000000
820;0;-2281170,0000000;-176887,0000000
821;0;-2281240,0000000;-176818,0000000
822;0;-2281320,0000000;-176749,0000000
823;0;-2281390,0000000;-176680,0000000
824;0;-2281460,0000000;-176612,0000000
825;0;-2281530,0000000;-176543,0000000
826;0;-2281610,0000000;-176474,0000000
827;0;-2281680,0000000;-176405,0000000
828;0;-2281750,0000000;-176336,0000000
829;0;-2281820,0000000;-176267,0000000
830;0;-2281900,0000000;-176198,0000000
831;0;-2281870,0000000;-176106,0000000
832;0;-2281830,0000000;-176012,0000000
833;0;-2281800,0000000;-175919,0000000
834;0;-2281760,0000000;-175825,0000000
835;0;-2281730,0000000;-175732,0000000
836;0;-2281690,0000000;-175638,0000000
837;0;-2281650,0000000;-175545,0000000
838;0;-2281620,0000000;-175451,0000000
839;0;-2281580,0000000;-175358,0000000
840;0;-2281550,0000000;-175264,0000000
841;0;-2281510,0000000;-175171,0000000
842;0;-2281480,0000000;-175077,0000000
843;0;-2281440,0000000;-174983,0000000
844;0;-2281410,0000000;-174890,0000000
845;0;-2281380,0000000;-174793,0000000
846;0;-2281360,0000000;-174695,0000000
847;0;-2281340,0000000;-174597,0000000
848;0;-2281320,0000000;-174499,0000000
849;0;-2281300,0000000;-174402,0000000
850;0;-2281280,0000000;-174304,0000000
851;0;-2281260,0000000;-174206,0000000
852;0;-2281240,0000000;-174108,0000000
853;0;-2281220,0000000;-174010,0000000
854;0;-2281200,0000000;-173912,0000000
855;0;-2281180,0000000;-173815,0000000
856;0;-2281160,0000000;-173717,0000000
857;0;-2281140,0000000;-173619,0000000
858;0;-2281110,0000000;-173521,0000000
859;0;-2281090,0000000;-173423,0000000
860;0;-2281070,0000000;-173325,0000000
861;0;-2281050,0000000;-173228,0000000
862;0;-2281030,0000000;-173130,0000000
863;0;-2281010,0000000;-173032,0000000
864;0;-2280990,0000000;-172934,0000000
865;0;-2280970,0000000;-172836,0000000
866;0;-2280950,0000000;-172738,0000000
867;0;-2280930,0000000;-172640,0000000
868;0;-2280910,0000000;-172543,0000000
869;0;-2280890,0000000;-172445,0000000
870;0;-2280870,0000000;-172347,0000000
871;0;-2280850,0000000;-172249,0000000
872;0;-2280840,0000000;-172150,0000000
873;0;-2280840,0000000;-172050,0000000
874;0;-2280830,0000000;-171950,0000000
875;0;-2280830,0000000;-171850,0000000
876;0;-2280830,0000000;-171750,0000000
877;0;-2280830,0000000;-171650,0000000
878;0;-2280830,0000000;-171550,0000000
879;0;-2280820,0000000;-171450,0000000
880;0;-2280820,0000000;-171350,0000000
881;0;-2280820,0000000;-171250,0000000
882;0;-2280820,0000000;-171150,0000000
883;0;-2280820,0000000;-171050,0000000
884;0;-2280810,0000000;-170950,0000000
885;0;-2280810,0000000;-170850,0000000
886;0;-2280810,0000000;-170750,0000000
887;0;-2280810,0000000;-170650,0000000
888;0;-2280810,0000000;-170550,0000000
889;0;-2280800,0000000;-170450,0000000
890;0;-2280800,0000000;-170350,0000000
891;0;-2280800,0000000;-170250,0000000
892;0;-2280770,0000000;-170155,0000000
893;0;-2280740,0000000;-170060,0000000
894;0;-2280710,0000000;-169966,0000000
895;0;-2280670,0000000;-169871,0000000
896;0;-2280640,0000000;-169776,0000000
897;0;-2280610,0000000;-169681,0000000
898;0;-2280580,0000000;-169586,0000000
899;0;-2280550,0000000;-169492,0000000
900;0;-2280520,0000000;-169397,0000000
901;0;-2280480,0000000;-169302,0000000
902;0;-2280450,0000000;-169207,0000000
903;0;-2280420,0000000;-169112,0000000
904;0;-2280390,0000000;-169018,0000000
905;0;-2280360,0000000;-168923,0000000
906;0;-2280320,0000000;-168828,0000000
907;0;-2280290,0000000;-168733,0000000
908;0;-2280260,0000000;-168638,0000000
909;0;-2280230,0000000;-168544,0000000
910;0;-2280200,0000000;-168449,0000000
911;0;-2280170,0000000;-168353,0000000
912;0;-2280140,0000000;-168256,0000000
913;0;-2280120,0000000;-168159,0000000
914;0;-2280100,0000000;-168062,0000000
915;0;-2280070,0000000;-167965,0000000
916;0;-2280050,0000000;-167868,0000000
917;0;-2280020,0000000;-167771,0000000
918;0;-2280000,0000000;-167674,0000000
919;0;-2279970,0000000;-167577,0000000
920;0;-2279950,0000000;-167480,0000000
921;0;-2279930,0000000;-167383,0000000
922;0;-2279900,0000000;-167286,0000000
923;0;-2279880,0000000;-167189,0000000
924;0;-2279850,0000000;-167092,0000000
925;0;-2279830,0000000;-166995,0000000
926;0;-2279800,0000000;-166898,0000000
927;0;-2279780,0000000;-166801,0000000
928;0;-2279760,0000000;-166704,0000000
929;0;-2279730,0000000;-166607,0000000
930;0;-2279710,0000000;-166510,0000000
931;0;-2279680,0000000;-166413,0000000
932;0;-2279660,0000000;-166316,0000000
933;0;-2279630,0000000;-166219,0000000
934;0;-2279610,0000000;-166122,0000000
935;0;-2279590,0000000;-166025,0000000
936;0;-2279560,0000000;-165928,0000000
937;0;-2279540,0000000;-165831,0000000
938;0;-2279510,0000000;-165734,0000000
939;0;-2279490,0000000;-165637,0000000
940;0;-2279470,0000000;-165540,0000000
941;0;-2279440,0000000;-165443,0000000
942;0;-2279430,0000000;-165345,0000000
943;0;-2279440,0000000;-165246,0000000
944;0;-2279450,0000000;-165146,0000000
945;0;-2279460,0000000;-165047,0000000
946;0;-2279480,0000000;-164948,0000000
947;0;-2279490,0000000;-164848,0000000
948;0;-2279500,0000000;-164749,0000000
949;0;-2279510,0000000;-164650,0000000
950;0;-2279520,0000000;-164551,0000000
951;0;-2279540,0000000;-164451,0000000
952;0;-2279550,0000000;-164352,0000000
953;0;-2279560,0000000;-164253,0000000
954;0;-2279570,0000000;-164153,0000000
955;0;-2279580,0000000;-164054,0000000
956;0;-2279600,0000000;-163955,0000000
957;0;-2279610,0000000;-163856,0000000
958;0;-2279620,0000000;-163756,0000000
959;0;-2279630,0000000;-163657,0000000
960;0;-2279640,0000000;-163558,0000000
961;0;-2279640,0000000;-163459,0000000
962;0;-2279620,0000000;-163362,0000000
963;0;-2279590,0000000;-163264,0000000
964;0;-2279570,0000000;-163167,0000000
965;0;-2279550,0000000;-163070,0000000
966;0;-2279530,0000000;-162972,0000000
967;0;-2279500,0000000;-162875,0000000
968;0;-2279480,0000000;-162777,0000000
969;0;-2279460,0000000;-162680,0000000
970;0;-2279440,0000000;-162582,0000000
971;0;-2279410,0000000;-162485,0000000
972;0;-2279390,0000000;-162387,0000000
973;0;-2279370,0000000;-162290,0000000
974;0;-2279350,0000000;-162193,0000000
975;0;-2279320,0000000;-162095,0000000
976;0;-2279300,0000000;-161998,0000000
977;0;-2279280,0000000;-161900,0000000
978;0;-2279260,0000000;-161803,0000000
979;0;-2279220,0000000;-161710,0000000
980;0;-2279180,0000000;-161618,0000000
981;0;-2279140,0000000;-161526,0000000
982;0;-2279100,0000000;-161434,0000000
983;0;-2279060,0000000;-161342,0000000
984;0;-2279020,0000000;-161250,0000000
985;0;-2278980,0000000;-161159,0000000
986;0;-2278950,0000000;-161067,0000000
987;0;-2278910,0000000;-160975,0000000
988;0;-2278870,0000000;-160883,0000000
989;0;-2278830,0000000;-160791,0000000
990;0;-2278790,0000000;-160699,0000000
991;0;-2278750,0000000;-160607,0000000
992;0;-2278710,0000000;-160515,0000000
993;0;-2278670,0000000;-160423,0000000
994;0;-2278630,0000000;-160331,0000000
995;0;-2278590,0000000;-160239,0000000
996;0;-2278550,0000000;-160147,0000000
997;0;-2278510,0000000;-160056,0000000
998;0;-2278470,0000000;-159964,0000000
999;0;-2278430,0000000;-159872,0000000
1000;0;-2278390,0000000;-159780,0000000
1001;0;-2278350,0000000;-159688,0000000
1002;0;-2278310,0000000;-159596,0000000
1003;0;-2278280,0000000;-159504,0000000
1004;0;-2278240,0000000;-159412,0000000
1005;0;-2278200,0000000;-159320,0000000
1006;0;-2278160,0000000;-159228,0000000
1007;0;-2278120,0000000;-159136,0000000
1008;0;-2278080,0000000;-159044,0000000
1009;0;-2278020,0000000;-158964,0000000
1010;0;-2277950,0000000;-158890,0000000
1011;0;-2277890,0000000;-158816,0000000
1012;0;-2277820,0000000;-158742,0000000
1013;0;-2277750,0000000;-158668,0000000
1014;0;-2277690,0000000;-158594,0000000
1015;0;-2277620,0000000;-158520,0000000
1016;0;-2277550,0000000;-158446,0000000
1017;0;-2277480,0000000;-158372,0000000
1018;0;-2277420,0000000;-158298,0000000
1019;0;-2277350,0000000;-158224,0000000
1020;0;-2277280,0000000;-158150,0000000
1021;0;-2277210,0000000;-158076,0000000
1022;0;-2277150,0000000;-158002,0000000
1023;0;-2277080,0000000;-157928,0000000
1024;0;-2277010,0000000;-157854,0000000
1025;0;-2276950,0000000;-157780,0000000
1026;0;-2276880,0000000;-157706,0000000
1027;0;-2276810,0000000;-157632,0000000
1028;0;-2276740,0000000;-157558,0000000
1029;0;-2276680,0000000;-157484,0000000
1030;0;-2276610,0000000;-157410,0000000
1031;0;-2276540,0000000;-157336,0000000
1032;0;-2276470,0000000;-157262,0000000
1033;0;-2276410,0000000;-157188,0000000
1034;0;-2276340,0000000;-157114,0000000
1035;0;-2276270,0000000;-157040,0000000
1036;0;-2276210,0000000;-156966,0000000
1037;0;-2276140,0000000;-156892,0000000
1038;0;-2276070,0000000;-156818,0000000
1039;0;-2276000,0000000;-156744,0000000
1040;0;-2275940,0000000;-156670,0000000
1041;0;-2275870,0000000;-156596,0000000
1042;0;-2275800,0000000;-156522,0000000
1043;0;-2275730,0000000;-156448,0000000
1044;0;-2275670,0000000;-156374,0000000
1045;0;-2275600,0000000;-156297,0000000
1046;0;-2275560,0000000;-156208,0000000
1047;0;-2275510,0000000;-156119,0000000
1048;0;-2275470,0000000;-156030,0000000
1049;0;-2275420,0000000;-155941,0000000
1050;0;-2275380,0000000;-155852,0000000
1051;0;-2275330,0000000;-155763,0000000
1052;0;-2275290,0000000;-155673,0000000
1053;0;-2275240,0000000;-155584,0000000
1054;0;-2275200,0000000;-155495,0000000
1055;0;-2275150,0000000;-155406,0000000
1056;0;-2275110,0000000;-155317,0000000
1057;0;-2275060,0000000;-155228,0000000
1058;0;-2275010,0000000;-155138,0000000
1059;0;-2274970,0000000;-155049,0000000
1060;0;-2274920,0000000;-154960,0000000
1061;0;-2274880,0000000;-154871,0000000
1062;0;-2274830,0000000;-154782,0000000
1063;0;-2274790,0000000;-154693,0000000
1064;0;-2274740,0000000;-154604,0000000
1065;0;-2274700,0000000;-154514,0000000
1066;0;-2274650,0000000;-154425,0000000
1067;0;-2274610,0000000;-154336,0000000
1068;0;-2274560,0000000;-154247,0000000
1069;0;-2274520,0000000;-154158,0000000
1070;0;-2274470,0000000;-154069,0000000
1071;0;-2274430,0000000;-153980,0000000
1072;0;-2274380,0000000;-153890,0000000
1073;0;-2274350,0000000;-153796,0000000
1074;0;-2274330,0000000;-153697,0000000
1075;0;-2274310,0000000;-153599,0000000
1076;0;-2274300,0000000;-153501,0000000
1077;0;-2274280,0000000;-153402,0000000
1078;0;-2274260,0000000;-153304,0000000
1079;0;-2274240,0000000;-153206,0000000
1080;0;-2274220,0000000;-153108,0000000
1081;0;-2274200,0000000;-153009,0000000
1082;0;-2274190,0000000;-152911,0000000
1083;0;-2274170,0000000;-152813,0000000
1084;0;-2274150,0000000;-152714,0000000
1085;0;-2274130,0000000;-152616,0000000
1086;0;-2274110,0000000;-152518,0000000
1087;0;-2274090,0000000;-152420,0000000
1088;0;-2274080,0000000;-152321,0000000
1089;0;-2274060,0000000;-152223,0000000
1090;0;-2274040,0000000;-152125,0000000
1091;0;-2274020,0000000;-152026,0000000
1092;0;-2274000,0000000;-151928,0000000
1093;0;-2273980,0000000;-151830,0000000
1094;0;-2273960,0000000;-151732,0000000
1095;0;-2273950,0000000;-151633,0000000
1096;0;-2273930,0000000;-151535,0000000
1097;0;-2273910,0000000;-151437,0000000
1098;0;-2273890,0000000;-151338,0000000
1099;0;-2273870,0000000;-151240,0000000
1100;0;-2273850,0000000;-151142,0000000
1101;0;-2273840,0000000;-151044,0000000
1102;0;-2273820,0000000;-150945,0000000
1103;0;-2273800,0000000;-150847,0000000
1104;0;-2273780,0000000;-150749,0000000
1105;0;-2273760,0000000;-150650,0000000
1106;0;-2273740,0000000;-150552,0000000
1107;0;-2273730,0000000;-150454,0000000
1108;0;-2273710,0000000;-150356,0000000
1109;0;-2273690,0000000;-150257,0000000
1110;0;-2273670,0000000;-150159,0000000
1111;0;-2273650,0000000;-150061,0000000
1112;0;-2273630,0000000;-149962,0000000
1113;0;-2273610,0000000;-149864,0000000
1114;0;-2273600,0000000;-149766,0000000
1115;0;-2273580,0000000;-149668,0000000
1116;0;-2273560,0000000;-149569,0000000
1117;0;-2273540,0000000;-149471,0000000
1118;0;-2273520,0000000;-149373,0000000
1119;0;-2273500,0000000;-149274,0000000
1120;0;-2273490,0000000;-149176,0000000
1121;0;-2273470,0000000;-149078,0000000
1122;0;-2273450,0000000;-148980,0000000
1123;0;-2273430,0000000;-148881,0000000
1124;0;-2273410,0000000;-148783,0000000
1125;0;-2273390,0000000;-148685,0000000
1126;0;-2273380,0000000;-148586,0000000
1127;0;-2273360,0000000;-148488,0000000
1128;0;-2273340,0000000;-148390,0000000
1129;0;-2273320,0000000;-148292,0000000
1130;0;-2273300,0000000;-148193,0000000
1131;0;-2273280,0000000;-148095,0000000
1132;0;-2273260,0000000;-147997,0000000
1133;0;-2273250,0000000;-147898,0000000
1134;0;-2273230,0000000;-147800,0000000
1135;0;-2273210,0000000;-147702,0000000
1136;0;-2273190,0000000;-147604,0000000
1137;0;-2273170,0000000;-147505,0000000
1138;0;-2273150,0000000;-147407,0000000
1139;0;-2273140,0000000;-147309,0000000
1140;0;-2273120,0000000;-147210,0000000
1141;0;-2273100,0000000;-147112,0000000
1142;0;-2273080,0000000;-147014,0000000
1143;0;-2273060,0000000;-146915,0000000
1144;0;-2273040,0000000;-146817,0000000
1145;0;-2273020,0000000;-146719,0000000
1146;0;-2273010,0000000;-146621,0000000
1147;0;-2272990,0000000;-146522,0000000
1148;0;-2272970,0000000;-146424,0000000
1149;0;-2272950,0000000;-146326,0000000
1150;0;-2272930,0000000;-146227,0000000
1151;0;-2272910,0000000;-146129,0000000
1152;0;-2272900,0000000;-146031,0000000
1153;0;-2272880,0000000;-145933,0000000
1154;0;-2272860,0000000;-145834,0000000
1155;0;-2272870,0000000;-145734,0000000
1156;0;-2272870,0000000;-145634,0000000
1157;0;-2272880,0000000;-145534,0000000
1158;0;-2272880,0000000;-145435,0000000
1159;0;-2272890,0000000;-145335,0000000
1160;0;-2272900,0000000;-145235,0000000
1161;0;-2272900,0000000;-145135,0000000
1162;0;-2272910,0000000;-145035,0000000
1163;0;-2272910,0000000;-144935,0000000
1164;0;-2272920,0000000;-144835,0000000
1165;0;-2272920,0000000;-144736,0000000
1166;0;-2272930,0000000;-144636,0000000
1167;0;-2272930,0000000;-144536,0000000
1168;0;-2272940,0000000;-144436,0000000
1169;0;-2272940,0000000;-144336,0000000
1170;0;-2272950,0000000;-144236,0000000
1171;0;-2272950,0000000;-144136,0000000
1172;0;-2272960,0000000;-144037,0000000
1173;0;-2272960,0000000;-143937,0000000
1174;0;-2272970,0000000;-143837,0000000
1175;0;-2272970,0000000;-143737,0000000
1176;0;-2272980,0000000;-143637,0000000
1177;0;-2272990,0000000;-143537,0000000
1178;0;-2272990,0000000;-143437,0000000
1179;0;-2273000,0000000;-143338,0000000
1180;0;-2273000,0000000;-143238,0000000
1181;0;-2273010,0000000;-143138,0000000
1182;0;-2273010,0000000;-143038,0000000
1183;0;-2273020,0000000;-142938,0000000
1184;0;-2273020,0000000;-142838,0000000
1185;0;-2273030,0000000;-142738,0000000
1186;0;-2273030,0000000;-142639,0000000
1187;0;-2273040,0000000;-142539,0000000
